	Statement	Label	Primary_Evidence	Secondary_Evidence
557a0c6b-0760-4337-93d1-a46b64844559	Cohort 2 of NCT00343382 recieves a lower dose of Pilocarpine than cohort 2 of NCT00798135 recieves of oral itraconazole.	Entailment	INTERVENTION 2:   Pilocarpine 2 Times Per Day  Patients receive 5mg of Pilocarpine 2 times per day for 6 weeks.	INTERVENTION 1:   Itraconazole  oral itraconazole 200mg a day until disease progression or unacceptable toxicities.
2f9c02ea-8909-48d7-8483-37e9e4f39366	Cohort 2 of NCT00343382 recieves the same dose of Pilocarpine as cohort 2 of NCT00798135 recieves of oral itraconazole.	Contradiction	INTERVENTION 2:   Pilocarpine 2 Times Per Day  Patients receive 5mg of Pilocarpine 2 times per day for 6 weeks.	INTERVENTION 1:   Itraconazole  oral itraconazole 200mg a day until disease progression or unacceptable toxicities.
b8e16a72-201c-46a3-b514-8612b52bde70	NCT00798135 and NCT01209195 investigate different outcome measures for different interventions.	Entailment	Outcome Measurement:   Pharmacokinetics (PK) of Oral Itraconazole  To determine the pharmacokinetics (PK) of oral itraconazole in patients with MBC by measuring mean trough plasma levels at steady state at weeks 2 and 4.  Time frame: pre-dose at Weeks 2 and 4Results 1:   Arm/Group Title: Itraconazole  Arm/Group Description: oral itraconazole 200mg a day until disease progression or unacceptable toxicities.  Overall Number of Participants Analyzed: 12  Mean (Standard Deviation)  Unit of Measure: ng/mL  Week 2 Intraconazole Concentration: 230.7         (216.8)  Week 4 Intraconazole Concentration: 305.8         (334.8)  Week 2 6-OH Itraconazole Concentration: 454.8         (429.3)  Week 4 6-OH Itraconazole Concentration: 501.6         (502.6)	Outcome Measurement:   Dose Escalation: To Evaluate the Safety and Tolerability of Escalating Doses of the MM-121 Plus Paclitaxel Combination Via Reporting of Dose-limiting Toxicity (DLT)  To establish the safety of escalating doses of MM-121 in combination with paclitaxel in order to determine the recommended phase 2 dose. Dose-escalation conducted using standard 3+3 model to determine maximum tolerated dose. Reports of Dose-Limiting Toxicities (DLTs) were assessed to determine the MTD.  Time frame: From date of first dose to 30 days after termination, the longest 163 weeks
8288d1f2-670b-4fcc-acfd-522db2e4a71f	NCT00798135 and NCT01209195 both investigate Pharmacokinetics Itraconazole 500mg QD.	Contradiction	Outcome Measurement:   Pharmacokinetics (PK) of Oral Itraconazole  To determine the pharmacokinetics (PK) of oral itraconazole in patients with MBC by measuring mean trough plasma levels at steady state at weeks 2 and 4.  Time frame: pre-dose at Weeks 2 and 4Results 1:   Arm/Group Title: Itraconazole  Arm/Group Description: oral itraconazole 200mg a day until disease progression or unacceptable toxicities.  Overall Number of Participants Analyzed: 12  Mean (Standard Deviation)  Unit of Measure: ng/mL  Week 2 Intraconazole Concentration: 230.7         (216.8)  Week 4 Intraconazole Concentration: 305.8         (334.8)  Week 2 6-OH Itraconazole Concentration: 454.8         (429.3)  Week 4 6-OH Itraconazole Concentration: 501.6         (502.6)	Outcome Measurement:   Dose Escalation: To Evaluate the Safety and Tolerability of Escalating Doses of the MM-121 Plus Paclitaxel Combination Via Reporting of Dose-limiting Toxicity (DLT)  To establish the safety of escalating doses of MM-121 in combination with paclitaxel in order to determine the recommended phase 2 dose. Dose-escalation conducted using standard 3+3 model to determine maximum tolerated dose. Reports of Dose-Limiting Toxicities (DLTs) were assessed to determine the MTD.  Time frame: From date of first dose to 30 days after termination, the longest 163 weeks
c18cd542-8b81-4dae-9d24-2d396a985e97	Lower doses of MM-121 are utilised in cohort1 of NCT01209195 than in cohort 2, Paclitaxel doses are the same for both cohorts.	Entailment	INTERVENTION 1:   Part 1: Dose Escalation: Cohort 1  MM-121 - 20 mg/kg loading dose followed by 12 mg/kg weekly IV Paclitaxel - 80mg/m2 weekly IVINTERVENTION 2:   Part 1: Dose Escalation: Cohort 2  MM-121 - 40 mg/kg loading dose followed by 20 mg/kg weekly IV  Paclitaxel - 80mg/m2 weekly IV	
f6a7fca9-2221-4c01-9fa3-bf7e3a43f33a	Lower doses of MM-121 and Paclitaxel are utilised in cohort1 of NCT01209195 than in cohort 2.	Contradiction	INTERVENTION 1:   Part 1: Dose Escalation: Cohort 1  MM-121 - 20 mg/kg loading dose followed by 12 mg/kg weekly IV Paclitaxel - 80mg/m2 weekly IVINTERVENTION 2:   Part 1: Dose Escalation: Cohort 2  MM-121 - 40 mg/kg loading dose followed by 20 mg/kg weekly IV  Paclitaxel - 80mg/m2 weekly IV	
8e748ed8-afbe-4d95-bf9d-028dd8617557	Several treatments in NCT01720602 are administered by mouth, none of the treatments in NCT00602043 are given via this route.	Entailment	INTERVENTION 1:   Diagnostic FES: Average FES SUVmean >1.5, no Negative Sites  Patients undergo [^18F] FES PET scan. Patients also undergo standard clinical fludeoxyglucose F 18 (FDG)-PET or FDG-PET/CT scan up to 14 days prior to [^18F] FES PET scan.  Patients begin clinically indicated endocrine therapy.  Patients are followed-up to determine response on the therapy for 6 months using clinical exams, tumor marker assays, conventional imaging and standard clinical FDG PET/CT.  This group represents patients who had positive FES uptake at all disease sites on the baseline diagnostic FES PET scan.  laboratory biomarker analysis: Correlative studiesINTERVENTION 2:   Diagnostic FES: Patients With FES Negative Sites of Disease  Patients undergo [^18F] FES PET scan. Patients also undergo standard clinical fludeoxyglucose F 18 (FDG)-PET or FDG-PET/CT scan up to 14 days prior to [^18F] FES PET scan.  Patients begin clinically indicated endocrine therapy.  Patients are followed-up to determine response on the therapy for 6 months using clinical exams, tumor marker assays, conventional imaging and standard clinical FDG PET/CT.  This group represents patients who had some or all disease sites negative for FES uptake on the baseline diagnostic FES PET scan.	INTERVENTION 1:   Treatment (Vorinostat, AI Therapy)  Patients receive vorinostat PO 5 days a week for 3 weeks. Patients also receive AI therapy comprising either anastrozole PO daily, letrozole PO daily, or exemestane PO daily for 4 weeks. Courses repeat every 28 days in the absence of disease progression and unacceptable toxicity.  vorinostat: Given PO  anastrozole: Given PO  letrozole: Given PO  exemestane: Given PO  positron emission tomography: Correlative studies  F-18 16 alpha-fluoroestradiol: Correlative studies  fludeoxyglucose F 18: Correlative studies  laboratory biomarker analysis: Correlative studies
fa83c87d-85d5-4225-be7b-3667b4403d72	Several treatments in NCT01720602 and NCT00602043 are administered by mouth.	Contradiction	INTERVENTION 1:   Diagnostic FES: Average FES SUVmean >1.5, no Negative Sites  Patients undergo [^18F] FES PET scan. Patients also undergo standard clinical fludeoxyglucose F 18 (FDG)-PET or FDG-PET/CT scan up to 14 days prior to [^18F] FES PET scan.  Patients begin clinically indicated endocrine therapy.  Patients are followed-up to determine response on the therapy for 6 months using clinical exams, tumor marker assays, conventional imaging and standard clinical FDG PET/CT.  This group represents patients who had positive FES uptake at all disease sites on the baseline diagnostic FES PET scan.  laboratory biomarker analysis: Correlative studiesINTERVENTION 2:   Diagnostic FES: Patients With FES Negative Sites of Disease  Patients undergo [^18F] FES PET scan. Patients also undergo standard clinical fludeoxyglucose F 18 (FDG)-PET or FDG-PET/CT scan up to 14 days prior to [^18F] FES PET scan.  Patients begin clinically indicated endocrine therapy.  Patients are followed-up to determine response on the therapy for 6 months using clinical exams, tumor marker assays, conventional imaging and standard clinical FDG PET/CT.  This group represents patients who had some or all disease sites negative for FES uptake on the baseline diagnostic FES PET scan.	INTERVENTION 1:   Treatment (Vorinostat, AI Therapy)  Patients receive vorinostat PO 5 days a week for 3 weeks. Patients also receive AI therapy comprising either anastrozole PO daily, letrozole PO daily, or exemestane PO daily for 4 weeks. Courses repeat every 28 days in the absence of disease progression and unacceptable toxicity.  vorinostat: Given PO  anastrozole: Given PO  letrozole: Given PO  exemestane: Given PO  positron emission tomography: Correlative studies  F-18 16 alpha-fluoroestradiol: Correlative studies  fludeoxyglucose F 18: Correlative studies  laboratory biomarker analysis: Correlative studies
5bc6a9b1-2be0-4a6c-a3b0-6a3dd96d3f21	NCT01720602 participants receive more anastrozole, letrozole and exemestane than patients in NCT00082810.	Entailment	INTERVENTION 1:   Treatment (Vorinostat, AI Therapy)  Patients receive vorinostat PO 5 days a week for 3 weeks. Patients also receive AI therapy comprising either anastrozole PO daily, letrozole PO daily, or exemestane PO daily for 4 weeks. Courses repeat every 28 days in the absence of disease progression and unacceptable toxicity.  vorinostat: Given PO  anastrozole: Given PO  letrozole: Given PO  exemestane: Given PO  positron emission tomography: Correlative studies  F-18 16 alpha-fluoroestradiol: Correlative studies  fludeoxyglucose F 18: Correlative studies  laboratory biomarker analysis: Correlative studies	INTERVENTION 1:   Fulvestrant 250 mg + Tipifarnib 300 mg  Patients receive fulvestrant 250 mg intramuscularly on day 1 and oral tipifarnib 300 mg twice daily on days 1-21. Courses repeat every 28 days in the absence of disease progression or unacceptable toxicity
cdb891d2-324f-405b-893e-a839d0281942	NCT01720602 participants receive more anastrozole, Fulvestrant and exemestane than patients in NCT00082810.	Contradiction	INTERVENTION 1:   Treatment (Vorinostat, AI Therapy)  Patients receive vorinostat PO 5 days a week for 3 weeks. Patients also receive AI therapy comprising either anastrozole PO daily, letrozole PO daily, or exemestane PO daily for 4 weeks. Courses repeat every 28 days in the absence of disease progression and unacceptable toxicity.  vorinostat: Given PO  anastrozole: Given PO  letrozole: Given PO  exemestane: Given PO  positron emission tomography: Correlative studies  F-18 16 alpha-fluoroestradiol: Correlative studies  fludeoxyglucose F 18: Correlative studies  laboratory biomarker analysis: Correlative studies	INTERVENTION 1:   Fulvestrant 250 mg + Tipifarnib 300 mg  Patients receive fulvestrant 250 mg intramuscularly on day 1 and oral tipifarnib 300 mg twice daily on days 1-21. Courses repeat every 28 days in the absence of disease progression or unacceptable toxicity
8d15bbd9-46cd-4b6b-8f10-0d07653d15db	Throughout the duration of NCT00082810, pariticpants receive tipifarnib more often than Fulvestrant.	Entailment	INTERVENTION 1:   Fulvestrant 250 mg + Tipifarnib 300 mg  Patients receive fulvestrant 250 mg intramuscularly on day 1 and oral tipifarnib 300 mg twice daily on days 1-21. Courses repeat every 28 days in the absence of disease progression or unacceptable toxicity	
ba2832c1-746f-47a4-b7b8-9e5e0e1ab4f6	Throughout the duration of NCT00082810, pariticpants receive increasing doses of Fulvestrant.	Contradiction	INTERVENTION 1:   Fulvestrant 250 mg + Tipifarnib 300 mg  Patients receive fulvestrant 250 mg intramuscularly on day 1 and oral tipifarnib 300 mg twice daily on days 1-21. Courses repeat every 28 days in the absence of disease progression or unacceptable toxicity	
db715d44-4687-4b09-86ae-2969055fe745	Fluorouracil, epirubicin, and cyclophosphamide (FEC) are used in both cohorts of NCT00513292, but not in cohort 1 of NCT01697345.	Entailment	INTERVENTION 1:   FSFI Total Score (Pretest)  Administered to participants prior to starting vaginal testosterone therapy.	INTERVENTION 1:   FEC-75 Then Paclitaxel/Trastuzumab  Patients receive Fluorouracil, epirubicin, and cyclophosphamide (FEC) comprising fluorouracil IV, epirubicin hydrochloride IV, and cyclophosphamide IV on day 1. Treatment repeats every 21 days for 4 courses. Beginning 21 days after completion of FEC, patients receive paclitaxel IV once weekly and trastuzumab (Herceptin) IV once weekly for 12 weeks. Within 6 weeks after completion of paclitaxel and trastuzumab, patients undergo surgery. Beginning 3-4 weeks after surgery, patients receive trastuzumab IV once every 3 weeks for up to 52 weeks. epirubicin hydrochloride: Given IV, cyclophosphamide: Given IV, paclitaxel: Given IV, trastuzumab: Given IV, therapeutic conventional surgery: Undergo surgery, laboratory biomarker analysis: Correlative studiesINTERVENTION 2:   Paclitaxel/Trastuzumab Then Trastuzumab/FEC-75  Patients receive paclitaxel IV once weekly and trastuzumab IV once weekly for 12 weeks. Beginning 7 days after the completion of paclitaxel and trastuzumab, patients receive FEC comprising fluorouracil IV, epirubicin IV, and cyclophosphamide IV on day 1. Treatment repeats every 21 days for 4 courses. Patients also receive trastuzumab IV once weekly for an additional 12 weeks. Within 6 weeks after completion of FEC and trastuzumab, patients undergo surgery. Beginning 3-4 weeks after surgery, patients receive trastuzumab as in arm I. epirubicin hydrochloride: Given IV, cyclophosphamide: Given IV, paclitaxel: Given IV, trastuzumab: Given IV, therapeutic conventional surgery: Undergo surgery, laboratory biomarker analysis: Correlative studies
